Call site: 0x43a828; Identifier: nvram_bufset; Key: SSID1; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43a80c
  [1] Call site: 0x45b7d8; Identifier: nvram_safe_set; Key: vlan_wlan_guest_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b7bc
Call site: 0x4431bc; Identifier: nvram_safe_get; Key: SysLogMail_SMTPServerAddress; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4431a0
  [1] Call site: 0x42fb20; Identifier: nvram_safe_set; Key: SysLogMail_SMTPServerAddress; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x42fb08
Call site: 0x44327c; Identifier: nvram_safe_get; Key: SysLogMail_SMTPServerAddress; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x443260
  [1] Call site: 0x42fb20; Identifier: nvram_safe_set; Key: SysLogMail_SMTPServerAddress; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x42fb08
Call site: 0x43a644; Identifier: nvram_safe_get; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43a62c
  [1] Call site: 0x4347b0; Identifier: nvram_safe_set; Key: lan0_multicast_ipv4; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x434794
Call site: 0x422748; Identifier: nvram_safe_get; Key: lan0_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42272c
  [1] Call site: 0x4337c0; Identifier: nvram_safe_set; Key: lan0_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4337a8
Call site: 0x423840; Identifier: nvram_safe_get; Key: lan0_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x423820
  [1] Call site: 0x4337c0; Identifier: nvram_safe_set; Key: lan0_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4337a8
Call site: 0x43115c; Identifier: nvram_safe_get; Key: quickVPN_Password; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x431140
  [1] Call site: 0x451bf4; Identifier: nvram_safe_set; Key: quickVPN_Password; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451bd8
Call site: 0x439a9c; Identifier: nvram_safe_get; Key: quickVPN_Password; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x439a7c
  [1] Call site: 0x451bf4; Identifier: nvram_safe_set; Key: quickVPN_Password; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451bd8
Call site: 0x421490; Identifier: nvram_safe_get; Key: wan_wan0_vlanidpri; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x421474
  [1] Call site: 0x45b5d4; Identifier: nvram_safe_set; Key: wan_wan0_vlanidpri; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b5b8
Call site: 0x42ba14; Identifier: nvram_safe_get; Key: sys_reboot_schedule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42ba00
  [1] Call site: 0x431bc8; Identifier: nvram_safe_set; Key: sys_reboot_schedule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x431bac
Call site: 0x42d640; Identifier: nvram_safe_get; Key: sys_reboot_schedule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42d624
  [1] Call site: 0x431bc8; Identifier: nvram_safe_set; Key: sys_reboot_schedule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x431bac
Call site: 0x4211bc; Identifier: nvram_safe_get; Key: vlan_lan_dev4_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4211a0
  [1] Call site: 0x45b790; Identifier: nvram_safe_set; Key: vlan_lan_dev4_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b774
Call site: 0x4116a0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_client; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411680
  [1] Call site: 0x43988c; Identifier: nvram_safe_set; Key: wan_wan0_vpn_client; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439874
  [1] Call site: 0x456fcc; Identifier: nvram_safe_set; Key: wan_wan0_vpn_client; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x456fb4
Call site: 0x411b08; Identifier: nvram_safe_get; Key: wan_wan0_vpn_client; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411aec
  [1] Call site: 0x43988c; Identifier: nvram_safe_set; Key: wan_wan0_vpn_client; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439874
  [1] Call site: 0x456fcc; Identifier: nvram_safe_set; Key: wan_wan0_vpn_client; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x456fb4
Call site: 0x42d5d4; Identifier: nvram_safe_get; Key: SysLogMail_Schedule_Name; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42d5b8
  [1] Call site: 0x4300f8; Identifier: nvram_safe_set; Key: SysLogMail_Schedule_Name; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4300e0
Call site: 0x42ed08; Identifier: nvram_safe_get; Key: SysLogMail_Schedule_Name; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42ecec
  [1] Call site: 0x4300f8; Identifier: nvram_safe_set; Key: SysLogMail_Schedule_Name; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4300e0
Call site: 0x430cd4; Identifier: nvram_safe_get; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x430cc0
  [1] Call site: 0x451c60; Identifier: nvram_safe_set; Key: quickVPN_MPPE; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451c44
Call site: 0x431138; Identifier: nvram_safe_get; Key: quickVPN_Username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x431120
  [1] Call site: 0x451bd0; Identifier: nvram_safe_set; Key: quickVPN_Username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451bb8
Call site: 0x439a20; Identifier: nvram_safe_get; Key: quickVPN_Username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x439a00
  [1] Call site: 0x451bd0; Identifier: nvram_safe_set; Key: quickVPN_Username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x451bb8
Call site: 0x423034; Identifier: nvram_safe_get; Key: lan0_dhcps_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x423020
  [1] Call site: 0x433b0c; Identifier: nvram_safe_set; Key: lan0_dhcps_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x433aec
Call site: 0x421424; Identifier: nvram_safe_get; Key: wan_iptv_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x421408
  [1] Call site: 0x45b6dc; Identifier: nvram_safe_set; Key: wan_iptv_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b6c0
Call site: 0x4223b0; Identifier: nvram_safe_get; Key: wan_iptv_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x422394
  [1] Call site: 0x45b6dc; Identifier: nvram_safe_set; Key: wan_iptv_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b6c0
Call site: 0x43d85c; Identifier: nvram_safe_get; Key: DDNSPassword; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43d844
  [1] Call site: 0x445050; Identifier: nvram_safe_set; Key: DDNSPassword; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x445030
Call site: 0x43e058; Identifier: nvram_safe_get; Key: DDNSPassword; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43e03c
  [1] Call site: 0x445050; Identifier: nvram_safe_set; Key: DDNSPassword; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x445030
Call site: 0x421174; Identifier: nvram_safe_get; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x421158
  [1] Call site: 0x45b748; Identifier: nvram_safe_set; Key: vlan_lan_dev2_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b72c
Call site: 0x421448; Identifier: nvram_safe_get; Key: wan_voip_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42142c
  [1] Call site: 0x45b700; Identifier: nvram_safe_set; Key: wan_voip_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b6e4
Call site: 0x4223d4; Identifier: nvram_safe_get; Key: wan_voip_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4223b8
  [1] Call site: 0x45b700; Identifier: nvram_safe_set; Key: wan_voip_vlanid; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b6e4
Call site: 0x434e94; Identifier: nvram_safe_get; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x434e78
  [0] Call site: 0x40f654; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x40f638
  [1] Call site: 0x468aa8; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468a90
  [1] Call site: 0x46a6bc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a6a0
  [1] Call site: 0x46f670; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f658
  [1] Call site: 0x46c20c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c1f4
  [1] Call site: 0x46ecbc; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46eca4
  [1] Call site: 0x47184c; Identifier: nvram_safe_set; Key: lan0_ipv6_ipaddr; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471834
Call site: 0x411738; Identifier: nvram_safe_get; Key: wan_wan0_vpn_gateway; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411718
  [1] Call site: 0x457034; Identifier: nvram_safe_set; Key: wan_wan0_vpn_gateway; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45701c
  [1] Call site: 0x4398f4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_gateway; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4398dc
Call site: 0x411ba0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_gateway; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411b80
  [1] Call site: 0x457034; Identifier: nvram_safe_set; Key: wan_wan0_vpn_gateway; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45701c
  [1] Call site: 0x4398f4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_gateway; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4398dc
Call site: 0x408de0; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408dc8
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x413ba4; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x413b88
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x413f90; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x413f70
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x414458; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41443c
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x414a30; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x414a14
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x414ad0; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x414ab4
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x417adc; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x417ac8
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x41cef0; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41cedc
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x41d1a0; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41d18c
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x41d4a8; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41d494
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x438054; Identifier: nvram_safe_get; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x438040
  [1] Call site: 0x45c430; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c410
  [1] Call site: 0x45c4cc; Identifier: nvram_safe_set; Key: wan_wan0_ifname; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45c4b0
Call site: 0x43a684; Identifier: nvram_safe_get; Key: lan0_multicast_ipv6; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43a668
  [1] Call site: 0x4347d4; Identifier: nvram_safe_set; Key: lan0_multicast_ipv6; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4347b8
Call site: 0x42f3b8; Identifier: nvram_safe_get; Key: firewall_filter_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x42f3a4
  [1] Call site: 0x449f24; Identifier: nvram_safe_set; Key: firewall_filter_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x449f08
  [1] Call site: 0x460048; Identifier: nvram_safe_set; Key: firewall_filter_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x460030
Call site: 0x433ea0; Identifier: nvram_safe_get; Key: QosManagementType; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x433e6c
  [1] Call site: 0x4463a8; Identifier: nvram_safe_set; Key: QosManagementType; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x446390
Call site: 0x447600; Identifier: nvram_safe_set; Key: alg_rtsp_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4475e8
  [1] Call site: 0x418f68; Identifier: nvram_safe_get; Key: alg_rtsp_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x418f40
Call site: 0x418f68; Identifier: nvram_safe_get; Key: alg_rtsp_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x418f40
  [1] Call site: 0x447600; Identifier: nvram_safe_set; Key: alg_rtsp_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4475e8
Call site: 0x433118; Identifier: nvram_safe_get; Key: DownloadBandwidth; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x433104
  [1] Call site: 0x446058; Identifier: nvram_safe_set; Key: DownloadBandwidth; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x44603c
Call site: 0x447460; Identifier: nvram_safe_set; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x447448
  [1] Call site: 0x413ef0; Identifier: nvram_safe_get; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x413ee8
  [1] Call site: 0x413e30; Identifier: nvram_safe_get; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x413e20
  [1] Call site: 0x413e68; Identifier: nvram_safe_get; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x413e60
Call site: 0x413e30; Identifier: nvram_safe_get; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x413e20
  [1] Call site: 0x447460; Identifier: nvram_safe_set; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x447448
Call site: 0x413e68; Identifier: nvram_safe_get; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x413e60
  [1] Call site: 0x447460; Identifier: nvram_safe_set; Key: firewall_spi_enable; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x447448
