Call site: 0x43d92c; Identifier: nvram_safe_set; Key: wan_wan0_pppoe_autoreconn; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/prog.cgi; Block Addr: 0x43d914
  [0] Call site: 0x411e18; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411dfc
  [0] Call site: 0x452df4; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452dd8
  [0] Call site: 0x4510c8; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4510ac
  [0] Call site: 0x411f24; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411f08
  [0] Call site: 0x419ab8; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x419a98
Call site: 0x427f40; Identifier: nvram_safe_set; Key: lan0_dhcps_staticlist; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x427f28
  [0] Call site: 0x42c53c; Identifier: nvram_safe_get; Key: lan0_dhcps_staticlist; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x42c4f8
  [0] Call site: 0x427490; Identifier: nvram_safe_get; Key: lan0_dhcps_staticlist; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4273ac
Call site: 0x45543c; Identifier: nvram_safe_set; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455424
  [0] Call site: 0x40f67c; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x40f65c
  [0] Call site: 0x455674; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455660
  [0] Call site: 0x4555a8; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455594
  [0] Call site: 0x423258; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x423244
Call site: 0x40f67c; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x40f65c
  [0] Call site: 0x45543c; Identifier: nvram_safe_set; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455424
Call site: 0x423258; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x423244
  [0] Call site: 0x45543c; Identifier: nvram_safe_set; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455424
Call site: 0x4555a8; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455594
  [0] Call site: 0x45543c; Identifier: nvram_safe_set; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455424
Call site: 0x455674; Identifier: nvram_safe_get; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455660
  [0] Call site: 0x45543c; Identifier: nvram_safe_set; Key: lan_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x455424
Call site: 0x455494; Identifier: nvram_safe_set; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45547c
  [0] Call site: 0x455698; Identifier: nvram_safe_get; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45567c
  [0] Call site: 0x4555f0; Identifier: nvram_safe_get; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4555d8
Call site: 0x4555f0; Identifier: nvram_safe_get; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4555d8
  [0] Call site: 0x455494; Identifier: nvram_safe_set; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45547c
Call site: 0x455698; Identifier: nvram_safe_get; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45567c
  [0] Call site: 0x455494; Identifier: nvram_safe_set; Key: lan_netmask; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45547c
Call site: 0x4554ec; Identifier: nvram_safe_set; Key: lan_gateway; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4554d4
  [0] Call site: 0x4234fc; Identifier: nvram_safe_get; Key: lan_gateway; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4234e8
Call site: 0x4234fc; Identifier: nvram_safe_get; Key: lan_gateway; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4234e8
  [0] Call site: 0x4554ec; Identifier: nvram_safe_set; Key: lan_gateway; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4554d4
Call site: 0x45a6d0; Identifier: nvram_safe_set; Key: pptp_last_tunnel_id; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45a6b4
  [0] Call site: 0x41dc50; Identifier: nvram_safe_get; Key: pptp_last_tunnel_id; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x41dc34
Call site: 0x41dc50; Identifier: nvram_safe_get; Key: pptp_last_tunnel_id; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x41dc34
  [0] Call site: 0x45a6d0; Identifier: nvram_safe_set; Key: pptp_last_tunnel_id; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x45a6b4
Call site: 0x456590; Identifier: nvram_safe_set; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456570
  [0] Call site: 0x456504; Identifier: nvram_safe_get; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564ec
Call site: 0x456504; Identifier: nvram_safe_get; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564ec
  [0] Call site: 0x456590; Identifier: nvram_safe_set; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456570
  [0] Call site: 0x456a70; Identifier: nvram_safe_set; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a50
  [0] Call site: 0x456618; Identifier: nvram_safe_set; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565f8
Call site: 0x456618; Identifier: nvram_safe_set; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565f8
  [0] Call site: 0x456504; Identifier: nvram_safe_get; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564ec
Call site: 0x456a70; Identifier: nvram_safe_set; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a50
  [0] Call site: 0x456504; Identifier: nvram_safe_get; Key: usbdisksPath; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564ec
Call site: 0x411f68; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411f4c
  [0] Call site: 0x438f30; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438f14
  [0] Call site: 0x43a2a0; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a284
  [0] Call site: 0x411ad8; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411abc
Call site: 0x411ad8; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411abc
  [0] Call site: 0x411f68; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411f4c
Call site: 0x438f30; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438f14
  [0] Call site: 0x411f68; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411f4c
Call site: 0x43a2a0; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a284
  [0] Call site: 0x411f68; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix_length; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411f4c
Call site: 0x4604b0; Identifier: nvram_safe_get; Key: lan0_hwaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x460434
  [0] Call site: 0x460a2c; Identifier: nvram_safe_set; Key: lan0_hwaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x460a10
Call site: 0x403858; Identifier: nvram_safe_set; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x403858
  [0] Call site: 0x403820; Identifier: nvram_safe_get; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x403814
  [0] Call site: 0x4038ac; Identifier: nvram_safe_get; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x4038a0
Call site: 0x403820; Identifier: nvram_safe_get; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x403814
  [0] Call site: 0x403858; Identifier: nvram_safe_set; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x403858
Call site: 0x4038ac; Identifier: nvram_safe_get; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x4038a0
  [0] Call site: 0x403858; Identifier: nvram_safe_set; Key: schedule_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x403858
Call site: 0x402940; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x402930
  [1] Call site: 0x40e3e8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e3d4
  [1] Call site: 0x40e5f8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e5e8
  [0] Call site: 0x402850; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x402840
Call site: 0x402850; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x402840
  [0] Call site: 0x402940; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x402930
Call site: 0x40e3e8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e3d4
  [0] Call site: 0x40e554; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e52c
  [0] Call site: 0x40e6e8; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e6d8
  [1] Call site: 0x402940; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x402930
Call site: 0x40e5f8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e5e8
  [0] Call site: 0x40e554; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e52c
  [0] Call site: 0x40e6e8; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e6d8
  [1] Call site: 0x402940; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/usr/sbin/timer; Block Addr: 0x402930
Call site: 0x4173ec; Identifier: nvram_safe_set; Key: dmz_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x4173dc
  [0] Call site: 0x416fe4; Identifier: nvram_safe_get; Key: dmz_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416f68
  [0] Call site: 0x429100; Identifier: nvram_safe_get; Key: dmz_ipaddr; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x4290ec
Call site: 0x417280; Identifier: nvram_safe_set; Key: dhcp_end; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x417270
  [0] Call site: 0x41704c; Identifier: nvram_safe_get; Key: dhcp_end; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x41703c
Call site: 0x41704c; Identifier: nvram_safe_get; Key: dhcp_end; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x41703c
  [0] Call site: 0x417280; Identifier: nvram_safe_set; Key: dhcp_end; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x417270
Call site: 0x417268; Identifier: nvram_safe_set; Key: dhcp_start; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x417258
  [0] Call site: 0x417034; Identifier: nvram_safe_get; Key: dhcp_start; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x417024
Call site: 0x417034; Identifier: nvram_safe_get; Key: dhcp_start; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x417024
  [0] Call site: 0x417268; Identifier: nvram_safe_set; Key: dhcp_start; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x417258
Call site: 0x426fbc; Identifier: nvram_safe_set; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x426fa8
  [0] Call site: 0x427110; Identifier: nvram_safe_get; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x427100
Call site: 0x427110; Identifier: nvram_safe_get; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x427100
  [0] Call site: 0x426fbc; Identifier: nvram_safe_set; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x426fa8
  [0] Call site: 0x42704c; Identifier: nvram_safe_set; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x427038
Call site: 0x42704c; Identifier: nvram_safe_set; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x427038
  [0] Call site: 0x427110; Identifier: nvram_safe_get; Key: usb_wan0_modem_target_vid; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x427100
Call site: 0x40e554; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e52c
  [0] Call site: 0x40e3e8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e3d4
  [0] Call site: 0x40e5f8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e5e8
Call site: 0x40e6e8; Identifier: nvram_safe_set; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e6d8
  [0] Call site: 0x40e3e8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e3d4
  [0] Call site: 0x40e5f8; Identifier: nvram_safe_get; Key: RC_ModeType; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x40e5e8
Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
  [0] Call site: 0x4127bc; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x4127b4
  [0] Call site: 0x41224c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412244
  [0] Call site: 0x412a8c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412a84
  [0] Call site: 0x411788; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x41177c
  [0] Call site: 0x412ae0; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412ad8
  [0] Call site: 0x412d7c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412d6c
  [0] Call site: 0x411814; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x411804
  [0] Call site: 0x412844; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412834
  [0] Call site: 0x41184c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x411844
  [0] Call site: 0x412cf4; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412cec
Call site: 0x411788; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x41177c
  [0] Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
Call site: 0x411814; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x411804
  [0] Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
Call site: 0x41184c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x411844
  [0] Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
Call site: 0x41224c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412244
  [0] Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
Call site: 0x4127bc; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x4127b4
  [0] Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
Call site: 0x412844; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412834
  [0] Call site: 0x416444; Identifier: nvram_safe_set; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x416438
Call site: 0x412a8c; Identifier: nvram_safe_get; Key: antiattack_antidos_enable; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x412a84
